id,name,description,period,uri,viewerUrl,user.displayName,user.profileUrl,license.fullName,vertexCount,tags
5cd861450b544fccb7ac3ecf525afadd,2041150,"Id 2041150. Široká miska (talíř).Kultura LBK (3a). Kontext 93. Lokalita Bylany (Czech Republic). Průměr okraje 17 cm.

Id 2041150. Wide bowl (plate). LBK culture (3a). Context 93. Bylany site (Czech Republic). Rim diameter 17 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/5cd861450b544fccb7ac3ecf525afadd,https://sketchfab.com/3d-models/2041150-5cd861450b544fccb7ac3ecf525afadd,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250001,[]
c5374274b68e4d338880f6d7ac79e062,2053210,"Id 2053210. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (3a). Kontext 94c. Lokalita Bylany (Czech Republic). Průměr okraje 21 cm.

Id 2053210. Hemispherical vessel with rounded upper swell. LBK culture (3a). Context 94c. Bylany site (Czech Republic). Rim diameter 21 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/c5374274b68e4d338880f6d7ac79e062,https://sketchfab.com/3d-models/2053210-c5374274b68e4d338880f6d7ac79e062,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250001,[]
d9fa455509ea4bc4b9acde9b7d20df14,2053230,"Id 2053230. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (3a). Kontext 94c. Lokalita Bylany (Czech Republic). Průměr okraje 18 cm.

Id 2053230. Hemispherical vessel with rounded upper swell. LBK culture (3a). Context 94c. Bylany site (Czech Republic). Rim diameter 18 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/d9fa455509ea4bc4b9acde9b7d20df14,https://sketchfab.com/3d-models/2053230-d9fa455509ea4bc4b9acde9b7d20df14,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
ec08a45c7aa74ed4945827c47912b0c4,2064510,"Id 2064510. Polokulovitá nádoba se slabě zploštělou horní výdutí. Kultura LBK (3-4). Kontext 105.Lokalita Bylany (Czech Republic). Průměr okraje 12 cm.

Id 206451. Hemispherical vessel with  weakly flattened upper swell. LBK culture (3-4). Context 105. Bylany site (Czech Republic). Rim diameter 12 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/ec08a45c7aa74ed4945827c47912b0c4,https://sketchfab.com/3d-models/2064510-ec08a45c7aa74ed4945827c47912b0c4,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
bc99f1acf7764a91ba6800864c6124c2,2064520,"Id 2064520. Široká miska (talíř). Kultura LBK (3-4). Kontext 105. Lokalita Bylany (Czech Republic). Průměr okraje 17 cm.

Id 2064520. Wide bowl (plate). LBK culture (3-4). Context 105. Bylany site (Czech Republic). Rim diameter 17 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/bc99f1acf7764a91ba6800864c6124c2,https://sketchfab.com/3d-models/2064520-bc99f1acf7764a91ba6800864c6124c2,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,280766,[]
5e39b7649dc4456e9b911059a3c4c0ba,2064560,"Id 2064560. Polokulovitá nádoba se slabě zploštělou horní výdutí. Kultura LBK (3-4). Kontext 105. Lokalita Bylany (Czech Republic). Průměr okraje 9 cm.

Id 2064560.  Hemispherical vessel with  weakly flattened upper swell. LBK culture (3-4). Context 105. Bylany site (Czech Republic). Rim diameter 9 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/5e39b7649dc4456e9b911059a3c4c0ba,https://sketchfab.com/3d-models/2064560-5e39b7649dc4456e9b911059a3c4c0ba,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250001,[]
ccdf0d3aabe6468493c5b87e29a10bef,2070330,"Id 2070330. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (3-4). Kontext 107. Lokalita Bylany (Czech Republic). Průměr okraje 23 cm.

Id 2070330. Hemispherical vessel with rounded upper swell. LBK culture (3-4). Context 107. Bylany site (Czech Republic). Rim diameter 23 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/ccdf0d3aabe6468493c5b87e29a10bef,https://sketchfab.com/3d-models/2070330-ccdf0d3aabe6468493c5b87e29a10bef,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250000,[]
903905eb713245efbf1769456822fa5c,2072700,"Id 2072700. Široká oblá miska původně na nožkách. Kultura LBK (2c). Kontext 351. Lokalita Bylany (Czech Republic). Průměr okraje 11 cm.

Id 2072700. Wide rounded bowl originally four-footed. LBK culture (2c). Context 351. Bylany site (Czech Republic). Rim diameter 11 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/903905eb713245efbf1769456822fa5c,https://sketchfab.com/3d-models/2072700-903905eb713245efbf1769456822fa5c,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250338,[]
bfae6fa9a7f64b9eb16f57c05553c612,2075690,"Id 2075690. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (2c). Kontext 124. Lokalita Bylany (Czech Republic). Průměr okraje 16 cm.

Id 2075690. Hemispherical vessel with rounded upper swell. LBK culture (2c). Context 124. Bylany site (Czech Republic). Rim diameter 16 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/bfae6fa9a7f64b9eb16f57c05553c612,https://sketchfab.com/3d-models/2075690-bfae6fa9a7f64b9eb16f57c05553c612,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
2cf72e290a2e4849841df9d29905911e,2077940,"Id 2077940. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (3-4). Kontext 105. Lokalita Bylany (Czech Republic). Průměr okraje 8 cm.

Id 2077940. Hemispherical vessel with rounded upper swell. LBK culture (3-4). Context 105. Bylany site (Czech Republic). Rim diameter 8 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/2cf72e290a2e4849841df9d29905911e,https://sketchfab.com/3d-models/2077940-2cf72e290a2e4849841df9d29905911e,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
4dd0239e30844be5a9dffdcde2bde844,2081650,"Id 2081650. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (2c). Kontext 129a. Lokalita Bylany (Czech Republic). Průměr okraje 10 cm.

Id 2081650. Hemispherical vessel with rounded upper swell. LBK culture (2c). Context 129a. Bylany site (Czech Republic). Rim diameter 10 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/4dd0239e30844be5a9dffdcde2bde844,https://sketchfab.com/3d-models/2081650-4dd0239e30844be5a9dffdcde2bde844,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250113,[]
74b5c985f7a747fe9863f3b5f977a056,2081660,"Id 2081660. Miska s rovným okrajem. Kultura LBK (2c). Kontext 129b. Lokalita Bylany (Czech Republic). Průměr okraje 16 cm.

Id 2081660. Bowl with straight rim. LBK culture (2c). Context 129b. Bylany site (Czech Republic). Rim diameter 16 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/74b5c985f7a747fe9863f3b5f977a056,https://sketchfab.com/3d-models/2081660-74b5c985f7a747fe9863f3b5f977a056,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
1661929dfcbf4a829b8f81512a767f92,2084810,"Id 2084810. Široká miska (talíř). Kultura LBK (2d). Kontext 135b. Lokalita Bylany (Czech Republic). Průměr okraje 16 cm.

Id 2084810. Wide bowl (plate). LBK culture (2d). Context 135b. Bylany site (Czech Republic). Rim diameter 16 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/1661929dfcbf4a829b8f81512a767f92,https://sketchfab.com/3d-models/2084810-1661929dfcbf4a829b8f81512a767f92,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
663fd55d530c4f1abeefb92b7be45502,2085460,"Id 2085460. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (2a). Kontext 136. Lokalita Bylany (Czech Republic). Průměr okraje 29 cm.

Id 2085460. Hemispherical vessel with rounded upper swell. LBK culture (2a). Context 136. Bylany site (Czech Republic). Rim diameter 29 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/663fd55d530c4f1abeefb92b7be45502,https://sketchfab.com/3d-models/2085460-663fd55d530c4f1abeefb92b7be45502,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250006,[]
09b62c5be969464a99a58eb5160e3122,2091550,"Id 2091550. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (2d). Kontext 143. Lokalita Bylany (Czech Republic). Rim diameter 22 cm.

Id 2091550.  Hemispherical vessel with rounded upper swell. LBK culture (2d). Context 143. Bylany site (Czech Republic). Rim diameter 22 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/09b62c5be969464a99a58eb5160e3122,https://sketchfab.com/3d-models/2091550-09b62c5be969464a99a58eb5160e3122,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
5c5c3b9ae7874b709c10ac57dad33195,2099600,"Id 2099600. Široká miska (talíř).Kultura LBK (3b). Kontext 156. Lokalita Bylany (Czech Republic). Průměr okraje 22 cm.

Id 2099600. Wide bowl (plate). LBK culture (3b). Context 156. Bylany site (Czech Republic). Rim diameter 22 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/5c5c3b9ae7874b709c10ac57dad33195,https://sketchfab.com/3d-models/2099600-5c5c3b9ae7874b709c10ac57dad33195,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
fa6cfc147c1c44ccb014e5c29cde27c9,2100420,"Id 2100420. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (2b). Kontext 157. Lokalita Bylany (Czech Republic). Průměr okraje 13 cm

Id 2100420. Hemispherical vessel with rounded upper swell. LBK culture (2b). Context 157. Bylany site (Czech Republic). Rim diameter 13 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/fa6cfc147c1c44ccb014e5c29cde27c9,https://sketchfab.com/3d-models/2100420-fa6cfc147c1c44ccb014e5c29cde27c9,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
87e986b6a3784421a82b86f9a0977183,2119830,"Id 2119830. Široká miska (talíř). Kultura LBK (3a). Kontext 198b. Lokalita Bylany (Czech Republic).Průměr okraje 23 cm.

Id 2119830. Wide bowl (plate). LBK culture (3a). Context 198b. Bylany site (Czech Republic). Rim diameter 23 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/87e986b6a3784421a82b86f9a0977183,https://sketchfab.com/3d-models/2119830-87e986b6a3784421a82b86f9a0977183,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,251802,[]
826eeb384b644d278e78c802ac59fbc3,2119840,"Id 2119840. Široká miska (talíř). Kultura LBK (3a). Kontext 198c. Lokalita Bylany (Czech Republic). Průměr okraje 14 cm.

Id 2119840. Wide bowl (plate). LBK culture (3a). Context 198c. Bylany site (Czech Republic). Rim diameter 14 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/826eeb384b644d278e78c802ac59fbc3,https://sketchfab.com/3d-models/2119840-826eeb384b644d278e78c802ac59fbc3,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
ad1c9d8e81b04e13bf4220675337f04f,2120170,"Id 2120170. Pec. Kultura LBK (3a). Kontext 198. Lokalita Bylany (Czech Republic).  

Id 2120170. Oven model. LBK culture (3a). Context 198. Bylany site (Czech Republic). ",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/ad1c9d8e81b04e13bf4220675337f04f,https://sketchfab.com/3d-models/2120170-ad1c9d8e81b04e13bf4220675337f04f,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
7d3689df8ca74f97a0bd70c3bc8f7619,2120180,"Id 2120180. Láhev s rovným hrdlem. Kultura LBK (3a). Kontext 198c. Lokalita Bylany (Czech Republic). Průměr okraje 8 cm.

Id 2120180.  Bottle with straight neck. LBK culture (3a). Context 198c. Bylany site (Czech Republic). Rim diameter 8 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/7d3689df8ca74f97a0bd70c3bc8f7619,https://sketchfab.com/3d-models/2120180-7d3689df8ca74f97a0bd70c3bc8f7619,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,249995,[]
c65c0fae7d0e4bbca21839fb00dabb0f,2125580,"Id 2125580. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK. Kontext 203. Lokalita Bylany (Czech Republic). Průměr okraje 13 cm.

Id 2125580.  Hemispherical vessel with rounded upper swell. LBK culture. Context 203. Bylany site (Czech Republic). Rim diameter 13 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/c65c0fae7d0e4bbca21839fb00dabb0f,https://sketchfab.com/3d-models/2125580-c65c0fae7d0e4bbca21839fb00dabb0f,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
e2aba8bd92fb4247913614058408e4e8,2129870,"Id 2129870. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (2a). Kontext 238. Lokalita Bylany (Czech Republic). Průměr okraje 11 cm.

Id 2129870. Hemispherical vessel with rounded upper swell. LBK culture (2a). Context 238. Bylany site (Czech Republic). Rim diameter 11 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/e2aba8bd92fb4247913614058408e4e8,https://sketchfab.com/3d-models/2129870-e2aba8bd92fb4247913614058408e4e8,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
7c2fde254a1741a6b2b99d8d2adcfd1c,2139910,"Id 2139910. Mírně hruškovitá oblá nádoba (starolineární). Kultura LBK (4a). Kontext 268. Lokalita Bylany (Czech Republic). Průměr okraje 18 cm.

Id 2139910.  Slightly pear-shaped rounded vessel (Early Linear). LBK culture (4a). Context 268. Bylany site (Czech Republic). Rim diameter  18 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/7c2fde254a1741a6b2b99d8d2adcfd1c,https://sketchfab.com/3d-models/2139910-7c2fde254a1741a6b2b99d8d2adcfd1c,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250094,[]
40c79ef7dc9c466da86c44851103dee5,2139920,"Id 2139920. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (4a). Kontext 268. Lokalita Bylany (Czech Republic). Průměr okraje 5 cm.

Id 2139920. Hemispherical vessel with rounded upper swell. LBK culture (4a). Context 268. Bylany site (Czech Republic). Rim diameter 5 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/40c79ef7dc9c466da86c44851103dee5,https://sketchfab.com/3d-models/2139920-40c79ef7dc9c466da86c44851103dee5,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
e2ce3cedb2d144508564661251dff30c,2141030,"Id 2141030. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (4b). Kontext 269. Lokalita Bylany (Czech Republic). Průměr okraje 8 cm.

Id 2141030.  Hemispherical vessel with rounded upper swell. LBK culture (4a). Context 269. Bylany site (Czech Republic). Rim diameter 8 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/e2ce3cedb2d144508564661251dff30c,https://sketchfab.com/3d-models/2141030-e2ce3cedb2d144508564661251dff30c,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,238055,[]
0a17eb9617f04a7bab8fc04c57f2391f,2141050,"Id 2141050. Miska s rovným okrajem. Kultura LBK (4b). Kontext 269. Lokalita Bylany (Czech Republic). Průměr okraje 15 cm.

Id 2141050. Bowl with straight rim. LBK culture (4b). Context 269. Bylany site (Czech Republic). Rim diameter  15 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/0a17eb9617f04a7bab8fc04c57f2391f,https://sketchfab.com/3d-models/2141050-0a17eb9617f04a7bab8fc04c57f2391f,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250011,[]
7ea7613e42b044e8bf80af283401a775,2146850,"Id 2146850. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (3a). Kontext 288. Lokalita Bylany (Czech Republic). Průměr okraje 9 cm.

Id 2146850. Hemispherical vessel with rounded upper swell. LBK culture (3a). Context 288. Bylany site (Czech Republic). Rim diameter 9 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/7ea7613e42b044e8bf80af283401a775,https://sketchfab.com/3d-models/2146850-7ea7613e42b044e8bf80af283401a775,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
af5d21db39474e568712858ee69365d2,2148080,"Id 2148080. Polokulovitá nádoba s oblou horní výdutí. Kultura LBK (3-4). Kontext 292. Lokalita Bylany (Czech Republic). Průměr okraje 15 cm.

Id 2148080. Hemispherical vessel with rounded upper swell. LBK culture (3-4). Context 292. Bylany site (Czech Republic). Rim diameter 15 cm.",Neolithic Linear Pottery Culture (LBK),https://api.sketchfab.com/v3/models/af5d21db39474e568712858ee69365d2,https://sketchfab.com/3d-models/2148080-af5d21db39474e568712858ee69365d2,Archaeological 3D virtual museum,https://sketchfab.com/archaeo3d,Creative Commons Attribution,250002,[]
